序,證券商,成交單價,買進股數,賣出股數
712,9888  元大鑫永,12.65,0,"6,000"
713,988B  元大藝文,12.60,"1,000",0
714,9892  元大屏東,12.50,0,"10,000"
715,9892,12.60,0,"10,000"
716,9894  元大北桃,12.45,"1,000",0
717,9894,12.55,0,"1,000"
718,9894,12.80,0,"4,000"
719,9894,12.90,0,"1,000"
720,989A  元大北投,12.50,0,"1,000"
721,989A,12.75,"1,000",0
722,989A,12.80,0,"2,000"
723,989A,12.95,0,131
724,989B  元大中港,12.55,0,"2,000"
725,989B,12.90,0,"3,000"
726,989B,13.05,0,"4,000"
727,989C  元大板橋,12.50,"1,000",0
728,989C,12.60,"1,000",0
729,989C,12.65,"1,000",0
730,989C,12.80,"2,000",0
731,989e  元大中和,12.80,0,"1,000"
732,989f  元大東港,12.70,0,"3,000"
733,989F  元大高雄,12.70,0,"4,000"
734,989F,13.05,0,"1,000"
735,989I  元大蘆洲,12.55,0,"3,000"
736,989I,12.95,"2,000",0
737,989j  元大樹林,12.60,0,"9,000"
738,989J  元大彰生,12.70,0,"1,000"
739,989m  元大信義,12.75,0,"1,000"
740,989Q  元大汐止,12.60,0,"1,000"
741,989Q,12.65,0,"1,000"
742,989Q,12.75,0,"1,000"
743,989Q,12.80,"1,000",0
744,989S  元大鹿港,12.50,"3,000",0
745,989S,12.55,"6,000",0
746,989S,12.80,0,"3,000"
747,989S,12.85,0,"3,000"
748,989S,12.90,0,"3,000"
749,989S,12.95,0,578
750,989S,13.05,0,"3,000"
751,989W  元大站前,12.50,0,"6,000"
752,989X  元大民生,12.50,0,"5,000"
753,989Y  元大基隆,12.75,"2,000",0
754,989Y,13.05,0,"20,000"
755,989Z  元大小港,12.70,0,"2,000"
756,989Z,13.05,"5,000",0
757,9A00  永豐金,12.60,"5,000",0
758,9A61  永豐鳳山,12.80,0,"5,000"
759,9A61,12.85,0,"5,000"
760,9A68  永豐五權,12.80,"10,000",0
761,9A6B  永豐嘉南,12.50,"2,000",0
762,9A6B,12.65,"2,000",0
763,9A6B,12.95,177,0
764,9A6J  永豐中山,12.80,0,"2,000"
765,9A8F  永豐敦南,13.05,"1,000",0
766,9A91  永豐松山,12.55,0,"5,000"
767,9A91,12.75,0,"14,000"
768,9A91,12.80,0,"1,000"
769,9A93  永豐大稻,12.65,"1,000",0
770,9A93,12.70,"1,000","5,000"
771,9A93,12.80,"1,000",0
772,9A96  永豐博愛,12.90,0,"1,000"
773,9A98  永豐大園,12.65,"1,000",0
774,9A98,13.05,0,"7,000"
775,9A9a  永豐苓雅,12.75,0,"1,000"
776,9A9B  永豐中和,12.80,0,"10,000"
777,9A9C  永豐員林,12.80,"2,000",0
778,9A9C,12.90,"2,000",0
779,9A9e  永豐高雄,12.80,"3,000",0
780,9A9f  永豐中盛,12.80,0,"1,000"
781,9A9G  永豐天母,12.90,"10,000",0
782,9A9H  永豐新莊,12.50,"5,000",0
783,9A9H,12.60,"5,000",0
784,9A9H,12.80,0,"1,000"
785,9A9i  永豐新店,12.50,"1,000",0
786,9A9N  永豐桃盛,12.50,"20,000","5,000"
787,9A9N,12.60,0,"5,000"
788,9A9N,12.75,0,"1,000"
789,9A9N,13.05,0,"3,000"
790,9A9P  永豐竹北,12.75,0,"13,000"
791,9A9S  永豐南京,12.55,0,"2,000"
792,9A9S,12.60,0,"3,000"
793,9A9S,12.80,0,"15,000"
794,9A9S,13.05,0,"10,000"
795,9A9W  永豐南中,12.60,0,"5,000"
796,9A9x  永豐桃園,12.90,0,"2,000"
797,9A9x,13.05,0,"2,000"
798,9A9Y  永豐板盛,12.85,0,"16,000"
799,9A9z  永豐大安,12.75,"2,000",0
